case_id,case_number,date_time,primary_type,description,location_description,district,ward,criminal_id,
10251986,HY439782,09/27/2015 12:40:00 AM,NARCOTICS,POSS: BARBITUATES,CHA PARKING LOT/GROUNDS,12,2,10,
10252023,HY439767,09/27/2015 12:00:00 AM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,7,17,5,
10252030,HY439824,09/27/2015 01:37:00 AM,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,STREET,4,7,94,
10252052,HY439880,09/27/2015 02:52:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,4,10,13,
10252053,HY439885,09/26/2015 09:12:00 PM,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,5,34,126,
10252056,HY439840,09/27/2015 01:56:00 AM,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE PORCH/HALLWAY,12,25,26,
10252057,HY439888,09/27/2015 02:05:00 AM,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,PARKING LOT/GARAGE(NON.RESID.),8,13,52,
10252061,HY439876,09/27/2015 02:30:00 AM,ASSAULT,SIMPLE,RESTAURANT,7,15,22,
10252065,HY439864,09/27/2015 02:02:00 AM,OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,STREET,5,34,151,
10252118,HY439884,09/27/2015 01:47:00 AM,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,11,2,158,
10252135,HY439905,09/27/2015 02:47:00 AM,BATTERY,AGG PO HANDS NO/MIN INJURY,STREET,6,17,31,
10252141,HY439939,09/27/2015 04:08:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,14,26,72,
10252144,HY439965,09/27/2015 05:05:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,2,4,33,
10252148,HY439902,09/27/2015 01:50:00 AM,BATTERY,SIMPLE,SIDEWALK,12,27,30,
10252161,HY439806,09/27/2015 12:51:00 AM,BATTERY,AGG PO HANDS NO/MIN INJURY,STREET,7,16,3,
10252163,HY439889,09/27/2015 03:15:00 AM,ASSAULT,SIMPLE,SIDEWALK,10,24,110,
10040201,HY229954,04/20/2015 11:50:00 PM,ASSAULT,SIMPLE,STREET,6,21,48,
10252172,HY439999,09/27/2015 05:40:00 AM,ROBBERY,ARMED: HANDGUN,SIDEWALK,14,35,149,
10252189,HY440023,09/27/2015 07:45:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,14,26,72,
10252196,HY440016,09/27/2015 06:40:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,26,30,
11592186,JC147998,02/11/2019 08:50:00 AM,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,SIDEWALK,2,4,6,
11605234,JC163824,02/24/2019 03:08:00 AM,CRIMINAL DAMAGE,TO VEHICLE,STREET,3,7,55,
10252228,HY440108,09/27/2015 09:28:00 AM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE PORCH/HALLWAY,10,24,36,
10252255,HY440098,09/27/2015 08:43:00 AM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,9,20,82,
10252260,HY437820,09/25/2015 01:25:00 PM,ASSAULT,SIMPLE,APARTMENT,11,24,17,
10252272,HY440160,09/27/2015 10:40:00 AM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,4,7,20,
11607985,JC166992,02/26/2019 07:37:00 PM,ASSAULT,AGGRAVATED PO: HANDGUN,SIDEWALK,3,8,57,
10252293,HY440156,09/27/2015 10:45:00 AM,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,11,27,7,
10252297,HY440172,09/27/2015 10:47:00 AM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,6,21,12,
10252300,HY440111,09/27/2015 09:45:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,7,17,3,
10252307,HY440082,09/27/2015 08:45:00 AM,THEFT,RETAIL THEFT,GROCERY FOOD STORE,6,21,15,
10252308,HY440031,09/27/2015 06:45:00 AM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,11,24,7,
10252323,HY440206,09/27/2015 11:20:00 AM,CRIMINAL TRESPASS,TO LAND,RESIDENTIAL YARD (FRONT/BACK),11,27,50,
10252329,HY440161,09/27/2015 10:45:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,10,22,16,
10252331,HY440230,09/27/2015 11:50:00 AM,THEFT,RETAIL THEFT,DEPARTMENT STORE,1,42,68,
10252343,HY440215,09/27/2015 11:40:00 AM,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,4,10,35,
10252360,HY440235,09/27/2015 11:45:00 AM,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,11,24,7,
10252362,HY440244,09/27/2015 10:50:00 AM,NARCOTICS,POSS: HEROIN(BRN/TAN),SIDEWALK,10,24,36,
10252363,HY440258,09/27/2015 11:54:00 AM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,4,7,20,
10252367,HY440308,09/27/2015 12:57:00 PM,OTHER OFFENSE,PAROLE VIOLATION,SIDEWALK,8,16,63,
10252389,HY440232,09/27/2015 11:30:00 AM,CRIMINAL TRESPASS,TO STATE SUP LAND,PARK PROPERTY,1,2,23,
10252402,HY440348,09/12/2015 12:30:00 PM,THEFT,$500 AND UNDER,RESIDENCE-GARAGE,1,3,68,
10252405,HY440240,09/27/2015 11:17:00 AM,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,CHA APARTMENT,5,9,8,
10110287,HY298849,06/12/2015 10:56:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,5,34,8,
10252416,HY440343,09/27/2015 01:10:00 PM,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,SIDEWALK,11,28,7,
10252424,HY440319,09/27/2015 07:01:00 AM,ROBBERY,ARMED: HANDGUN,RESIDENCE PORCH/HALLWAY,11,24,91,
10252425,HY440032,09/27/2015 07:03:00 AM,ROBBERY,ARMED: HANDGUN,STREET,11,24,91,
10252429,HY440333,09/27/2015 01:23:00 PM,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,SIDEWALK,3,5,44,
10252434,HY440335,09/27/2015 12:57:00 PM,THEFT,RETAIL THEFT,DEPARTMENT STORE,1,42,68,
11612549,JC172760,03/03/2019 10:55:00 PM,ASSAULT,AGGRAVATED: HANDGUN,STREET,8,13,83,
10252437,HY440346,09/27/2015 12:54:00 PM,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,"SCHOOL, PUBLIC, GROUNDS",4,7,94,
10252441,HY440279,09/27/2015 11:03:00 AM,WEAPONS VIOLATION,UNLAWFUL POSS OTHER FIREARM,RESIDENCE,7,20,87,
10252443,HY440330,09/27/2015 12:44:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,7,17,5,
10252456,HY440364,09/27/2015 01:02:00 PM,NARCOTICS,POSS: HALLUCINOGENS,ALLEY,3,5,44,
10252482,HY440349,09/27/2015 11:50:00 AM,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,11,27,7,
10252496,HY440391,09/27/2015 01:45:00 PM,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,10,28,77,
10252501,HY440455,09/27/2015 02:41:00 PM,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,ALLEY,9,11,19,
10252505,HY440501,09/27/2015 03:04:00 PM,NARCOTICS,POSS: BARBITUATES,STREET,7,20,5,
10252506,HY440475,09/27/2015 02:06:00 PM,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,9,14,112,
10252510,HY440388,09/27/2015 02:05:00 PM,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,SMALL RETAIL STORE,6,21,48,
10252515,HY440406,09/27/2015 02:20:00 PM,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,3,6,60,
10252523,HY440480,09/27/2015 02:30:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,COLLEGE/UNIVERSITY RESIDENCE HALL,1,2,45,
10252531,HY440506,04/01/2014 12:01:00 AM,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,8,18,164,
10252540,HY440491,09/27/2015 03:36:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,6,17,31,
10252542,HY440544,09/27/2015 02:20:00 PM,OTHER OFFENSE,SEX OFFENDER: FAIL REG NEW ADD,APARTMENT,14,35,150,
10252546,HY440532,09/27/2015 03:59:00 PM,NARCOTICS,MANU/DELIVER:CRACK,VEHICLE NON-COMMERCIAL,5,34,8,
10252561,HY440552,09/27/2015 03:56:00 PM,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,STREET,7,16,5,
10252563,HY440500,09/27/2015 03:00:00 PM,THEFT,$500 AND UNDER,OTHER,1,42,68,
10252565,HY440556,09/27/2015 03:47:00 PM,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,7,15,119,
10252573,HY440575,09/27/2015 04:50:00 PM,ASSAULT,AGG PO HANDS NO/MIN INJURY,SIDEWALK,6,17,48,
10252581,HY440536,09/27/2015 04:00:00 PM,CRIMINAL TRESPASS,TO VEHICLE,STREET,6,18,73,
10252598,HY440639,09/27/2015 04:44:00 PM,NARCOTICS,POSS: HEROIN(WHITE),STREET,7,16,5,
10252600,HY440570,09/27/2015 03:16:00 PM,OTHER OFFENSE,SEX OFFENDER: FAIL REG NEW ADD,VEHICLE NON-COMMERCIAL,4,8,106,
10252606,HY440593,09/27/2015 04:40:00 PM,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,11,24,38,
10252616,HY440574,09/27/2015 04:03:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,4,7,13,
10252620,HY440547,09/27/2015 04:25:00 PM,THEFT,RETAIL THEFT,GAS STATION,2,3,61,
10252622,HY440577,09/27/2015 04:24:00 PM,ASSAULT,AGG PO HANDS NO/MIN INJURY,ALLEY,8,16,83,
10252629,HY440518,09/27/2015 03:15:00 PM,BATTERY,SIMPLE,STREET,2,4,33,
10252630,HY440627,09/27/2015 05:25:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,9,14,28,
10252634,HY440598,09/27/2015 05:09:00 PM,THEFT,RETAIL THEFT,SMALL RETAIL STORE,4,5,18,
10252646,HY440655,09/27/2015 05:18:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,8,13,27,
11653575,JC222561,04/12/2019 11:40:00 PM,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,9,15,112,
10252655,HY440508,09/27/2015 01:15:00 PM,DECEPTIVE PRACTICE,STOLEN PROP: BUY/RECEIVE/POS.,DEPARTMENT STORE,6,17,146,
10252656,HY440646,09/27/2015 05:33:00 PM,BATTERY,SIMPLE,CHA HALLWAY/STAIRWELL/ELEVATOR,12,2,30,
10252660,HY440643,09/27/2015 05:30:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARK PROPERTY,4,10,20,
10252667,HY440693,09/27/2015 06:36:00 PM,NARCOTICS,POSS: HEROIN(WHITE),STREET,8,15,27,
10252668,HY440696,09/27/2015 06:29:00 PM,OTHER OFFENSE,PAROLE VIOLATION,STREET,7,6,86,
10252678,HY440603,09/27/2015 04:30:00 PM,THEFT,RETAIL THEFT,DEPARTMENT STORE,6,21,15,
11656102,JC225582,04/15/2019 03:20:00 PM,BATTERY,AGG PO HANDS NO/MIN INJURY,SIDEWALK,11,28,47,
10252685,HY439947,09/27/2015 04:39:00 AM,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,11,24,67,
10252701,HY440530,09/27/2015 04:10:00 PM,THEFT,$500 AND UNDER,SIDEWALK,6,18,15,
10252705,HY440703,09/27/2015 05:10:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,11,27,7,
10252709,HY440673,09/27/2015 06:00:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,GAS STATION,6,6,31,
10252716,HY440747,09/27/2015 07:29:00 PM,OTHER OFFENSE,PAROLE VIOLATION,VACANT LOT/LAND,10,24,4,
10252717,HY440770,09/27/2015 07:30:00 PM,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,10,24,36,
10252726,HY440774,09/27/2015 06:26:00 PM,NARCOTICS,POSS: BARBITUATES,SIDEWALK,2,3,66,
10252728,HY440521,09/27/2015 02:50:00 PM,BATTERY,AGGRAVATED PO: OTHER DANG WEAP,STREET,1,2,113,
10252729,HY440736,09/27/2015 06:37:00 PM,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENTIAL YARD (FRONT/BACK),5,34,29,
10252730,HY440789,09/27/2015 07:45:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,8,15,27,
10252733,HY440695,09/27/2015 06:50:00 PM,BATTERY,SIMPLE,STREET,14,1,72,
10252742,HY440744,09/27/2015 07:09:00 PM,NARCOTICS,POSS: CRACK,STREET,6,17,12,
10252745,HY440806,09/27/2015 08:31:00 PM,OTHER OFFENSE,PAROLE VIOLATION,SIDEWALK,7,16,86,
10252747,HY440810,09/27/2015 07:52:00 PM,NARCOTICS,POSS: HEROIN(WHITE),ABANDONED BUILDING,11,24,7,
10252748,HY440817,09/27/2015 08:38:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,3,5,44,
10252762,HY440796,09/27/2015 08:00:00 PM,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,SMALL RETAIL STORE,6,18,48,
10252763,HY440601,09/27/2015 04:47:00 PM,BATTERY,SIMPLE,APARTMENT,3,7,60,
10252771,HY440743,09/27/2015 07:16:00 PM,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,2,3,66,
10252775,HY440761,09/27/2015 07:02:00 PM,OTHER OFFENSE,OTHER WEAPONS VIOLATION,STREET,4,10,106,
10110289,HY298852,06/12/2015 10:05:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,SPORTS ARENA/STADIUM,12,27,30,
10252786,HY440795,09/27/2015 07:46:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,9,16,28,
10252789,HY440803,09/27/2015 08:08:00 PM,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,11,24,7,
10252795,HY440850,09/27/2015 08:55:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,12,25,10,
10252797,HY440836,09/27/2015 08:45:00 PM,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,6,8,85,
10252798,HY440780,09/27/2015 07:43:00 PM,NARCOTICS,POSS: HEROIN(WHITE),CTA BUS STOP,2,3,66,
10252813,HY440828,09/27/2015 07:45:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE PORCH/HALLWAY,10,24,36,
10252816,HY440814,09/27/2015 08:28:00 PM,BATTERY,SIMPLE,SMALL RETAIL STORE,11,27,47,
10252829,HY440830,09/27/2015 08:41:00 PM,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,11,28,7,
10252831,HY440697,09/27/2015 06:14:00 PM,THEFT,RETAIL THEFT,DEPARTMENT STORE,6,6,15,
10252835,HY440785,09/27/2015 08:00:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,4,10,13,
10252839,HY440805,09/27/2015 08:16:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,8,15,14,
10252843,HY440844,09/27/2015 08:45:00 PM,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE PORCH/HALLWAY,9,3,28,
10252845,HY440563,09/27/2015 03:04:00 PM,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,3,7,57,
10252851,HY440895,09/27/2015 10:05:00 PM,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,10,28,36,
10252857,HY440889,09/27/2015 08:59:00 PM,BURGLARY,FORCIBLE ENTRY,CONVENIENCE STORE,10,24,117,
10252862,HY440913,09/27/2015 10:25:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,4,8,20,
10252874,HY440921,09/27/2015 10:28:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,10,24,36,
10252881,HY440912,09/27/2015 10:15:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,9,12,82,
10252882,HY440701,09/27/2015 06:15:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,6,18,31,
10252892,HY440942,09/27/2015 10:30:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,7,6,5,
10252894,HY440949,09/27/2015 10:37:00 PM,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,14,26,150,
10252896,HY440943,09/27/2015 10:48:00 PM,ROBBERY,ARMED: HANDGUN,STREET,14,1,149,
10252901,HY440920,09/27/2015 10:35:00 PM,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,9,16,112,
10252903,HY440992,09/27/2015 11:53:00 PM,OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,STREET,7,17,86,
10252905,HY440861,09/27/2015 09:14:00 PM,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,APARTMENT,3,5,60,
10252906,HY440996,09/28/2015 12:10:00 AM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,12,25,10,
10252910,HY441014,09/28/2015 12:40:00 AM,NARCOTICS,POSS: CRACK,RESIDENCE,8,15,27,
10252916,HY440986,09/27/2015 11:40:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,9,3,28,
10252917,HY440999,09/27/2015 11:38:00 PM,NARCOTICS,POSS: CRACK,SIDEWALK,3,5,44,
10252919,HY440958,09/27/2015 10:38:00 PM,ASSAULT,AGGRAVATED PO: OTHER DANG WEAP,STREET,9,16,69,
10252922,HY440928,09/27/2015 09:55:00 PM,NARCOTICS,MANU/DELIVER:PCP,STREET,11,24,7,
10110290,HY298891,06/12/2015 12:24:00 AM,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,12,2,54,
10252940,HY440972,09/27/2015 11:40:00 PM,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,PARK PROPERTY,4,10,94,
10252951,HY441018,09/28/2015 12:55:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,2,3,33,
10252956,HY440867,09/27/2015 09:36:00 PM,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,14,1,148,
10252961,HY441026,09/28/2015 01:00:00 AM,BATTERY,AGG PRO.EMP: OTHER DANG WEAPON,STREET,5,9,9,
10252963,HY440894,09/27/2015 08:52:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,4,10,20,
10252966,HY441054,09/28/2015 01:31:00 AM,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,SIDEWALK,8,16,63,
10252972,HY440914,09/27/2015 10:40:00 PM,ASSAULT,AGGRAVATED: HANDGUN,PARK PROPERTY,14,26,123,
10252973,HY441058,09/28/2015 01:45:00 AM,CRIMINAL TRESPASS,TO STATE SUP LAND,CTA STATION,7,20,84,
10252976,HY440982,09/27/2015 11:44:00 PM,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,SIDEWALK,4,10,92,
10252986,HY441059,09/28/2015 01:58:00 AM,DECEPTIVE PRACTICE,UNAUTHORIZED VIDEOTAPING,HOSPITAL BUILDING/GROUNDS,1,2,88,
10252990,HY441062,09/28/2015 01:42:00 AM,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,10,24,4,
10252991,HY441048,09/28/2015 01:30:00 AM,ASSAULT,SIMPLE,RESIDENCE,7,20,22,
10252993,HY441066,09/28/2015 02:25:00 AM,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,3,5,46,
10253002,HY441090,09/28/2015 03:08:00 AM,NARCOTICS,POSS: AMPHETAMINES,"SCHOOL, PUBLIC, GROUNDS",11,28,7,
10253003,HY441053,09/28/2015 02:00:00 AM,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,2,20,33,
10253008,HY441050,09/28/2015 02:00:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,25,30,
10253032,HY441096,09/27/2015 11:00:00 PM,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,7,16,122,
10253033,HY440812,09/27/2015 08:22:00 PM,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,VEHICLE NON-COMMERCIAL,6,6,85,
10253041,HY441149,09/28/2015 06:36:00 AM,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,7,17,84,
10253043,HY441117,09/28/2015 04:45:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,4,10,13,
10253140,HY441079,09/28/2015 03:12:00 AM,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,10,24,99,
10253166,HY440446,09/27/2015 02:00:00 PM,CRIMINAL DAMAGE,TO VEHICLE,STREET,2,20,128,
10253172,HY441126,09/28/2015 05:19:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,3,20,60,
10253197,HY441208,09/28/2015 06:45:00 AM,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,"SCHOOL, PUBLIC, GROUNDS",12,25,26,
10253231,HY441239,09/28/2015 07:45:00 AM,NARCOTICS,POSS: AMPHETAMINES,SIDEWALK,10,24,36,
10253251,HY441266,09/28/2015 08:30:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,10,24,16,
10253311,HY441178,09/25/2015 10:23:00 PM,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,8,16,116,
10253549,HY441342,09/28/2015 09:18:00 AM,THEFT,RETAIL THEFT,DEPARTMENT STORE,6,8,15,
10253552,HY433692,09/22/2015 01:10:00 PM,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,11,27,7,
10253554,HY441426,09/28/2015 11:10:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,CTA BUS STOP,5,34,9,
10253556,HY441452,09/28/2015 11:05:00 AM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,10,24,36,
10253557,HY441477,09/28/2015 11:37:00 AM,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,8,15,52,
10253575,HY441454,09/28/2015 10:57:00 AM,OTHER OFFENSE,PAROLE VIOLATION,STREET,7,3,86,
11685615,JC261274,05/11/2019 12:00:00 PM,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,10,22,118,
10088761,HY277339,05/27/2015 06:00:00 PM,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,GAS STATION,4,10,94,
10253577,HY441440,09/28/2015 10:00:00 AM,CRIMINAL TRESPASS,TO LAND,OTHER,2,4,133,
10253593,HY441488,09/28/2015 11:50:00 AM,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,4,8,24,
10253597,HY441419,09/28/2015 10:30:00 AM,NARCOTICS,POSS: HEROIN(WHITE),VEHICLE NON-COMMERCIAL,11,27,7,
11691445,JC268172,05/18/2019 02:33:00 AM,BATTERY,AGG PO HANDS NO/MIN INJURY,POLICE FACILITY/VEH PARKING LOT,4,7,13,
11691660,JC268742,05/18/2019 08:19:00 PM,CRIMINAL TRESPASS,TO LAND,RESIDENCE,9,15,111,
11160717,JA513216,11/15/2017 06:11:08 PM,NARCOTICS,POSS: HEROIN(WHITE),APARTMENT,7,15,5,
10253630,HY441393,09/28/2015 10:00:00 AM,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,SIDEWALK,4,7,20,
10253648,HY441561,09/28/2015 11:42:00 AM,NARCOTICS,POSS: HEROIN(WHITE),STREET,11,28,7,
10253655,HY441494,09/25/2015 09:00:00 PM,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,4,7,138,
10253664,HY441506,09/28/2015 11:42:00 AM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE PORCH/HALLWAY,14,26,1,
10253672,HY441584,09/28/2015 12:40:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,4,7,20,
10253725,HY441483,09/28/2015 11:25:00 AM,THEFT,RETAIL THEFT,DEPARTMENT STORE,9,11,75,
10253726,HY441581,09/28/2015 12:15:00 PM,THEFT,$500 AND UNDER,SIDEWALK,1,2,68,
10253747,HY441546,09/28/2015 12:20:00 PM,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,SIDEWALK,8,15,115,
10253763,HY441616,09/28/2015 12:46:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,3,5,44,
10253777,HY441588,09/28/2015 11:55:00 AM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,6,21,12,
10253790,HY441531,09/28/2015 11:15:00 AM,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",6,21,31,
10253812,HY441625,09/28/2015 01:19:00 PM,THEFT,$500 AND UNDER,SIDEWALK,8,15,96,
10253843,HY441657,09/28/2015 01:37:00 PM,NARCOTICS,POSS: CRACK,SIDEWALK,5,34,8,
10253868,HY441565,09/28/2015 12:28:00 PM,CRIMINAL DAMAGE,TO PROPERTY,GROCERY FOOD STORE,3,5,55,
10253888,HY441643,09/28/2015 01:12:00 PM,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,7,17,86,
10253934,HY441600,09/28/2015 01:03:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENTIAL YARD (FRONT/BACK),10,24,16,
10253940,HY441674,09/28/2015 01:40:00 PM,OTHER OFFENSE,PAROLE VIOLATION,SIDEWALK,9,3,76,
10253949,HY441589,09/28/2015 12:22:00 PM,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,SIDEWALK,12,27,10,
10253961,HY441681,09/28/2015 02:00:00 PM,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,OTHER,9,14,76,
10253964,HY441668,09/28/2015 01:28:00 PM,BATTERY,SIMPLE,SIDEWALK,2,3,33,
10253973,HY441666,09/28/2015 01:25:00 PM,THEFT,RETAIL THEFT,DEPARTMENT STORE,1,42,68,
10253988,HY441731,09/28/2015 02:29:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,12,25,10,
10253989,HY441741,09/28/2015 02:37:00 PM,BATTERY,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",8,18,14,
10253992,HY441614,09/28/2015 01:09:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENTIAL YARD (FRONT/BACK),11,2,7,
10254005,HY441720,09/28/2015 01:54:00 PM,THEFT,RETAIL THEFT,SMALL RETAIL STORE,10,25,2,
10254008,HY441735,09/25/2015 02:45:00 PM,ASSAULT,SIMPLE,SIDEWALK,8,15,83,
10254010,HY441655,09/28/2015 01:15:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,2,3,66,
10254023,HY441763,09/28/2015 02:40:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENTIAL YARD (FRONT/BACK),3,5,44,
10254061,HY441833,09/28/2015 03:00:00 PM,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),STREET,11,28,7,
