case_id,case_number,date_time,primary_type,description,location_description,district,ward,criminal_id,
10254067,HY441881,09/28/2015 03:56:00 PM,NARCOTICS,POSS: HEROIN(WHITE),RESIDENTIAL YARD (FRONT/BACK),11,28,7,
10254088,HY441788,09/28/2015 03:12:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,9,16,28,
10254089,HY441905,09/28/2015 03:18:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,11,27,7,
10254101,HY441935,09/28/2015 04:18:00 PM,CRIMINAL TRESPASS,TO LAND,PARK PROPERTY,4,8,51,
10254107,HY441845,09/28/2015 03:50:00 PM,GAMBLING,GAME/DICE,ALLEY,7,6,41,
10254109,HY441953,09/28/2015 04:30:00 PM,OTHER OFFENSE,PAROLE VIOLATION,VEHICLE NON-COMMERCIAL,3,20,64,
10254121,HY441878,09/28/2015 04:10:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,7,17,3,
10254124,HY441831,09/28/2015 02:58:00 PM,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,7,6,87,
10254125,HY441987,09/28/2015 02:15:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENTIAL YARD (FRONT/BACK),7,17,5,
10254136,HY441759,09/28/2015 01:02:00 PM,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,4,8,94,
10254142,HY441963,09/28/2015 04:44:00 PM,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,11,24,7,
10254147,HY441960,09/28/2015 03:55:00 PM,BATTERY,SIMPLE,RESIDENCE,7,16,3,
10254163,HY441637,09/28/2015 12:30:00 PM,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,8,15,14,
10254180,HY442124,09/28/2015 06:30:00 PM,OTHER OFFENSE,PAROLE VIOLATION,STREET,7,6,86,
10254188,HY442013,09/28/2015 05:32:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE-COMMERCIAL,2,20,33,
10254193,HY442093,09/28/2015 05:23:00 PM,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,RESIDENTIAL YARD (FRONT/BACK),4,10,35,
10254195,HY442015,09/28/2015 05:30:00 PM,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,11,28,7,
10254205,HY441979,09/28/2015 05:00:00 PM,NARCOTICS,POSS: HEROIN(WHITE),CTA PLATFORM,11,24,7,
10254206,HY441984,09/28/2015 05:05:00 PM,THEFT,RETAIL THEFT,GROCERY FOOD STORE,12,1,25,
10254232,HY442102,09/28/2015 06:00:00 PM,ASSAULT,SIMPLE,SIDEWALK,4,10,80,
10254235,HY442079,09/28/2015 05:34:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT/GARAGE(NON.RESID.),8,23,14,
10254237,HY441933,09/28/2015 04:28:00 PM,DECEPTIVE PRACTICE,BOGUS CHECK,BANK,4,10,105,
10254244,HY442059,09/28/2015 04:40:00 PM,OTHER OFFENSE,SEX OFFENDER: PROHIBITED ZONE,RESIDENCE,14,35,150,
10254259,HY442008,09/28/2015 04:53:00 PM,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,3,6,44,
10254289,HY442038,09/28/2015 05:21:00 PM,BATTERY,SIMPLE,TAVERN/LIQUOR STORE,6,18,31,
10254293,HY442099,09/28/2015 06:10:00 PM,NARCOTICS,POSS: HEROIN(WHITE),STREET,7,17,5,
10254326,HY442221,09/28/2015 07:30:00 PM,THEFT,RETAIL THEFT,DEPARTMENT STORE,1,42,68,
10254329,HY442246,09/28/2015 05:38:00 PM,NARCOTICS,FOUND SUSPECT NARCOTICS,SIDEWALK,3,20,44,
10254335,HY442250,09/28/2015 08:10:00 PM,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,11,2,7,
10254338,HY442223,09/28/2015 07:50:00 PM,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,11,24,7,
10254346,HY442161,09/28/2015 06:45:00 PM,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),PARKING LOT/GARAGE(NON.RESID.),6,17,12,
10254352,HY442247,09/28/2015 07:45:00 PM,CRIMINAL TRESPASS,TO VEHICLE,POLICE FACILITY/VEH PARKING LOT,5,9,97,
10254363,HY442269,09/28/2015 07:30:00 PM,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,9,11,37,
10254368,HY442251,09/28/2015 08:15:00 PM,ASSAULT,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),8,16,83,
10254377,HY442291,09/28/2015 08:47:00 PM,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,SIDEWALK,11,2,43,
10254392,HY442327,09/28/2015 09:14:00 PM,THEFT,$500 AND UNDER,ABANDONED BUILDING,3,5,109,
10254395,HY442308,09/28/2015 09:20:00 PM,OTHER OFFENSE,PAROLE VIOLATION,STREET,7,20,86,
10254411,HY442261,09/28/2015 07:42:00 PM,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,STREET,6,6,12,
10254416,HY442341,09/28/2015 09:55:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,8,15,27,
10254424,HY442288,09/28/2015 08:00:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENTIAL YARD (FRONT/BACK),4,7,20,
10254426,HY442278,09/28/2015 07:45:00 PM,THEFT,RETAIL THEFT,DEPARTMENT STORE,8,13,96,
10254430,HY442305,09/28/2015 07:45:00 PM,WEAPONS VIOLATION,UNLAWFUL POSS AMMUNITION,RESIDENCE,8,18,42,
10254443,HY442334,09/28/2015 09:31:00 PM,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,4,10,106,
10254453,HY442371,09/28/2015 10:12:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,7,17,5,
10254456,HY442369,09/28/2015 10:15:00 PM,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,6,18,49,
10254458,HY442294,09/28/2015 08:27:00 PM,THEFT,OVER $500,OTHER RAILROAD PROP / TRAIN DEPOT,8,16,96,
10254459,HY442260,09/28/2015 08:25:00 PM,THEFT,RETAIL THEFT,GROCERY FOOD STORE,12,2,25,
10254462,HY442395,09/28/2015 11:00:00 PM,NARCOTICS,POSS: HEROIN(WHITE),STREET,11,27,7,
10254469,HY442142,09/28/2015 01:15:00 PM,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,RESTAURANT,1,42,88,
10254476,HY442374,09/28/2015 09:49:00 PM,NARCOTICS,POSS: CRACK,STREET,3,5,44,
10254478,HY442364,09/28/2015 10:10:00 PM,BATTERY,SIMPLE,CTA PLATFORM,9,3,28,
10254479,HY442399,09/28/2015 10:12:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,11,27,7,
10254480,HY442387,09/28/2015 10:26:00 PM,CRIMINAL TRESPASS,TO LAND,RESTAURANT,6,17,73,
10254483,HY442339,09/28/2015 10:00:00 PM,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENTIAL YARD (FRONT/BACK),10,24,99,
10254487,HY442414,09/28/2015 11:35:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,10,24,36,
10254488,HY442421,09/28/2015 11:50:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,10,25,36,
10254489,HY442447,09/28/2015 10:12:00 PM,NARCOTICS,POSS: HEROIN(WHITE),APARTMENT,11,27,7,
10254494,HY442406,09/28/2015 10:54:00 PM,THEFT,$500 AND UNDER,SIDEWALK,8,15,96,
10254495,HY442415,09/28/2015 11:08:00 PM,CRIMINAL TRESPASS,TO LAND,RESIDENTIAL YARD (FRONT/BACK),9,20,111,
10254499,HY442437,09/28/2015 10:50:00 PM,BATTERY,SIMPLE,SIDEWALK,10,22,16,
10254500,HY442400,09/28/2015 10:49:00 PM,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESTAURANT,1,42,156,
10254502,HY442444,09/29/2015 12:15:00 AM,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,12,25,131,
10254509,HY442276,09/28/2015 08:26:00 PM,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,12,2,26,
10254513,HY442462,09/29/2015 12:31:00 AM,ASSAULT,AGG PO HANDS NO/MIN INJURY,SIDEWALK,5,34,102,
10254515,HY442479,09/29/2015 01:15:00 AM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,12,25,10,
10254516,HY442480,09/29/2015 01:08:00 AM,OTHER OFFENSE,PAROLE VIOLATION,STREET,14,1,150,
10254528,HY442474,09/29/2015 12:37:00 AM,NARCOTICS,POSS: CRACK,PARKING LOT/GARAGE(NON.RESID.),2,3,66,
10254532,HY442449,09/28/2015 11:50:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,6,6,31,
10254545,HY442451,09/29/2015 12:08:00 AM,PUBLIC PEACE VIOLATION,PEEPING TOM,STREET,6,8,137,
10254554,HY442491,09/29/2015 01:50:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,11,27,47,
10254563,HY442497,09/29/2015 02:10:00 AM,CRIMINAL TRESPASS,TO LAND,RESIDENTIAL YARD (FRONT/BACK),2,4,133,
10254575,HY442515,09/29/2015 03:06:00 AM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,4,10,20,
10254576,HY442520,09/29/2015 03:06:00 AM,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,SIDEWALK,4,10,106,
10254578,HY442509,09/29/2015 01:45:00 AM,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENTIAL YARD (FRONT/BACK),9,11,112,
10254606,HY442434,09/28/2015 06:00:00 PM,BURGLARY,FORCIBLE ENTRY,RESIDENCE,9,11,103,
10254610,HY442524,09/29/2015 02:43:00 AM,NARCOTICS,FOUND SUSPECT NARCOTICS,STREET,6,6,12,
10254616,HY442536,09/29/2015 05:25:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,4,7,13,
10254709,HY442572,09/29/2015 06:30:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,27,30,
10254912,HY442705,09/29/2015 09:15:00 AM,THEFT,RETAIL THEFT,DEPARTMENT STORE,5,34,157,
10254964,HY442749,09/29/2015 10:25:00 AM,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA STATION,7,6,65,
10255016,HY442779,09/29/2015 10:01:00 AM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,COLLEGE/UNIVERSITY GROUNDS,5,8,8,
10255027,HY442756,09/29/2015 10:00:00 AM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",2,4,66,
10255137,HY440900,09/27/2015 10:15:00 PM,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,6,17,85,
10255168,HY442826,09/29/2015 11:18:00 AM,CRIMINAL TRESPASS,TO STATE SUP LAND,APARTMENT,4,10,51,
11859631,JC471439,10/13/2019 05:21:00 PM,OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,STREET,4,8,106,
10255174,HY442780,09/29/2015 10:30:00 AM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PRIVATE, BUILDING",4,7,20,
10255177,HY442828,09/29/2015 10:50:00 AM,NARCOTICS,POSS: HEROIN(WHITE),RESIDENCE PORCH/HALLWAY,10,24,36,
10255178,HY442863,09/29/2015 11:47:00 AM,CRIMINAL TRESPASS,TO STATE SUP LAND,RESIDENCE,11,28,50,
10255193,HY442799,08/24/2015 12:00:00 PM,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,2,4,58,
10255208,HY442813,09/29/2015 10:43:00 AM,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENTIAL YARD (FRONT/BACK),7,17,87,
10255232,HY442930,09/29/2015 12:25:00 PM,THEFT,$500 AND UNDER,CTA GARAGE / OTHER PROPERTY,8,23,96,
10255251,HY442860,09/28/2015 09:30:00 PM,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,11,28,47,
10255252,HY442688,09/29/2015 09:15:00 AM,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,CHA PARKING LOT/GROUNDS,3,20,46,
10255259,HY442914,09/29/2015 12:10:00 PM,NARCOTICS,POSS: CRACK,SIDEWALK,2,3,66,
10255286,HY442996,09/29/2015 12:46:00 PM,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,11,2,7,
10255312,HY442962,09/29/2015 01:00:00 PM,CRIMINAL TRESPASS,TO LAND,HOSPITAL BUILDING/GROUNDS,8,15,39,
10255327,HY442947,09/29/2015 12:22:00 PM,NARCOTICS,POSS: HEROIN(WHITE),STREET,11,27,7,
10255332,HY442976,09/29/2015 01:00:00 PM,NARCOTICS,POSS: HEROIN(WHITE),RESIDENTIAL YARD (FRONT/BACK),11,24,7,
10255352,HY442959,09/29/2015 12:31:00 PM,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,10,24,36,
10255361,HY442933,09/29/2015 12:15:00 PM,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",6,18,48,
10255368,HY443005,09/29/2015 01:35:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,4,7,20,
10255369,HY443017,09/29/2015 01:30:00 PM,ASSAULT,AGGRAVATED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),7,16,22,
10255379,HY442998,09/29/2015 01:10:00 PM,OTHER OFFENSE,PAROLE VIOLATION,SIDEWALK,9,16,76,
10255418,HY442988,09/29/2015 12:53:00 PM,CRIMINAL TRESPASS,TO LAND,APARTMENT,7,17,84,
10255442,HY442984,09/29/2015 12:30:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,11,28,47,
10255446,HY443000,09/29/2015 01:08:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,10,24,36,
10255450,HY442951,09/29/2015 11:30:00 AM,THEFT,OVER $500,STREET,4,10,18,
10255453,HY443084,09/29/2015 02:00:00 PM,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",5,9,9,
10255483,HY443006,09/28/2015 09:00:00 PM,BATTERY,SIMPLE,OTHER,11,2,47,
10255489,HY443021,09/29/2015 11:25:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,"SCHOOL, PUBLIC, BUILDING",5,8,9,
10255490,HY442982,09/29/2015 11:32:00 AM,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,APARTMENT,7,6,5,
10255492,HY443033,09/29/2015 12:57:00 PM,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),STREET,11,27,7,
10255557,HY443081,09/29/2015 02:30:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,7,16,5,
10255564,HY443108,09/29/2015 02:46:00 PM,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,3,5,64,
10255571,HY443179,09/29/2015 03:31:00 PM,BATTERY,SIMPLE,CONVENIENCE STORE,3,20,60,
10255574,HY443110,09/29/2015 02:45:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,10,22,16,
10255575,HY443236,09/29/2015 04:15:00 PM,GAMBLING,GAME/DICE,SIDEWALK,10,24,79,
10255586,HY443158,09/29/2015 03:13:00 PM,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,6,6,12,
10255601,HY443295,09/29/2015 04:45:00 PM,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,11,2,7,
10255605,HY443242,09/29/2015 04:55:00 PM,NARCOTICS,POSS: HEROIN(WHITE),PARKING LOT/GARAGE(NON.RESID.),7,6,5,
10255640,HY443283,09/29/2015 05:00:00 PM,CRIMINAL DAMAGE,TO PROPERTY,GAS STATION,6,21,81,
10255641,HY443293,09/29/2015 05:15:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,2,3,33,
10255651,HY443337,09/29/2015 06:09:00 PM,NARCOTICS,POSS: CRACK,SIDEWALK,9,3,82,
10255653,HY443227,09/29/2015 04:00:00 PM,THEFT,RETAIL THEFT,DEPARTMENT STORE,14,1,95,
10255654,HY443343,09/29/2015 05:45:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,11,24,47,
10255656,HY443259,09/29/2015 04:46:00 PM,NARCOTICS,MANU/DELIVER:CRACK,ALLEY,10,24,36,
10255657,HY443338,09/29/2015 05:43:00 PM,BATTERY,SIMPLE,GROCERY FOOD STORE,5,9,9,
10255659,HY443318,09/29/2015 04:53:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,9,14,82,
10255663,HY443233,09/29/2015 04:25:00 PM,BATTERY,SIMPLE,SIDEWALK,9,14,28,
10255673,HY443251,09/29/2015 04:30:00 PM,THEFT,RETAIL THEFT,GROCERY FOOD STORE,12,27,25,
10255675,HY443408,09/29/2015 06:35:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,9,3,28,
10255678,HY443287,09/29/2015 05:00:00 PM,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,11,27,38,
10255680,HY443446,09/29/2015 06:59:00 PM,OTHER OFFENSE,PAROLE VIOLATION,STREET,7,15,86,
10255682,HY443433,09/29/2015 06:13:00 PM,OTHER OFFENSE,PAROLE VIOLATION,STREET,5,9,151,
10255687,HY443384,09/29/2015 06:17:00 PM,THEFT,$500 AND UNDER,STREET,4,7,18,
10255692,HY443475,09/29/2015 07:30:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,12,27,10,
10255696,HY443425,09/29/2015 06:17:00 PM,THEFT,RETAIL THEFT,SMALL RETAIL STORE,3,5,109,
10255714,HY443328,09/29/2015 05:35:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,2,5,33,
10293585,HY476300,10/25/2015 06:54:00 PM,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,STREET,11,24,7,
10255741,HY443268,09/29/2015 04:30:00 PM,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,STREET,4,10,105,
10255750,HY443426,09/29/2015 06:10:00 PM,BATTERY,SIMPLE,HOTEL/MOTEL,1,2,113,
10255761,HY443495,09/29/2015 07:31:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),2,4,66,
10255762,HY443488,09/29/2015 07:00:00 PM,CRIMINAL TRESPASS,TO LAND,"SCHOOL, PUBLIC, BUILDING",9,14,111,
10255766,HY443399,09/29/2015 06:20:00 PM,THEFT,RETAIL THEFT,DEPARTMENT STORE,1,42,68,
10255768,HY443249,09/29/2015 03:15:00 PM,THEFT,RETAIL THEFT,GROCERY FOOD STORE,12,1,25,
10255773,HY443520,09/29/2015 07:40:00 PM,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,11,27,7,
10255790,HY443563,09/29/2015 08:53:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,14,35,1,
10255801,HY443567,09/29/2015 03:00:00 AM,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),7,17,101,
10255806,HY443581,09/29/2015 09:20:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE PORCH/HALLWAY,3,7,44,
10255809,HY443511,09/29/2015 06:40:00 PM,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,8,23,83,
10255816,HY443593,09/29/2015 07:25:00 PM,NARCOTICS,FOUND SUSPECT NARCOTICS,VACANT LOT/LAND,11,24,7,
10255823,HY443461,09/29/2015 06:49:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENTIAL YARD (FRONT/BACK),6,6,31,
10255826,HY443543,09/29/2015 07:36:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,5,9,8,
10255827,HY443571,09/29/2015 08:38:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,3,20,44,
10255829,HY443615,09/29/2015 10:00:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),11,24,7,
10255849,HY443640,09/29/2015 10:25:00 PM,OTHER OFFENSE,PAROLE VIOLATION,SIDEWALK,7,6,86,
10255850,HY443350,09/29/2015 08:00:00 AM,BURGLARY,FORCIBLE ENTRY,RESIDENCE,6,18,135,
10255854,HY443150,09/29/2015 01:45:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,6,18,31,
10255857,HY443610,09/29/2015 08:30:00 PM,NARCOTICS,POSS: HEROIN(WHITE),RESIDENTIAL YARD (FRONT/BACK),11,24,7,
10255859,HY443564,09/29/2015 07:42:00 PM,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,ALLEY,4,10,94,
10255864,HY443635,09/29/2015 10:10:00 PM,CRIMINAL DAMAGE,TO VEHICLE,STREET,5,9,62,
10342364,HY524382,12/04/2015 11:00:00 AM,NARCOTICS,MANU/DELIVER:CRACK,VEHICLE NON-COMMERCIAL,8,15,27,
10255866,HY443652,09/29/2015 10:45:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,10,22,16,
10255867,HY443594,09/29/2015 08:11:00 PM,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,6,21,49,
10255870,HY443524,09/29/2015 08:00:00 PM,THEFT,RETAIL THEFT,GROCERY FOOD STORE,12,2,25,
10255873,HY443638,09/29/2015 10:20:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,2,4,33,
10255882,HY443664,09/29/2015 11:14:00 PM,NARCOTICS,POSS: CRACK,SIDEWALK,11,28,7,
10255884,HY443673,09/29/2015 10:55:00 PM,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,11,28,7,
10255885,HY443634,09/29/2015 09:33:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA BUS STOP,3,7,44,
10255890,HY443607,09/29/2015 09:01:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,8,13,27,
10255891,HY443633,09/29/2015 09:21:00 PM,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,6,18,49,
10255895,HY443617,09/29/2015 09:15:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,5,9,9,
10255901,HY443687,09/29/2015 09:30:00 PM,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,6,17,85,
10255902,HY443693,09/29/2015 11:00:00 PM,THEFT,RETAIL THEFT,DRUG STORE,3,5,109,
10255904,HY443705,09/29/2015 11:32:00 PM,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,ABANDONED BUILDING,11,28,38,
10255909,HY443710,09/29/2015 11:00:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,5,9,9,
10255911,HY443656,09/29/2015 09:54:00 PM,ROBBERY,ARMED: HANDGUN,SIDEWALK,2,5,107,
10255924,HY443674,09/29/2015 11:15:00 PM,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,9,14,28,
10255950,HY443717,09/30/2015 12:10:00 AM,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,STREET,4,8,106,
10255956,HY443672,09/29/2015 09:29:00 PM,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,11,2,7,
10255959,HY443737,09/30/2015 01:13:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,11,28,47,
10255960,HY443727,09/30/2015 01:26:00 AM,CRIMINAL TRESPASS,TO VEHICLE,VEHICLE NON-COMMERCIAL,6,8,73,
10255975,HY443750,09/30/2015 01:20:00 AM,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,RESIDENCE,10,24,16,
10255976,HY443763,09/30/2015 02:40:00 AM,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,7,6,84,
10255978,HY443724,09/30/2015 01:08:00 AM,BATTERY,AGG PO HANDS NO/MIN INJURY,CHA PARKING LOT/GROUNDS,9,3,28,
10255983,HY443740,09/30/2015 01:45:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,3,20,60,
10255987,HY443762,09/30/2015 03:51:00 AM,NARCOTICS,POSS: HEROIN(WHITE),STREET,11,27,7,
10255988,HY443754,09/30/2015 02:04:00 AM,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,4,8,106,
9716752,HX336906,07/08/2014 05:50:00 PM,NARCOTICS,MANU/DELIVER:CRACK,ALLEY,11,27,7,
9723532,HX336374,07/08/2014 12:00:00 PM,NARCOTICS,POSS: HEROIN(WHITE),VEHICLE NON-COMMERCIAL,5,9,8,
9789131,HX424343,09/11/2014 12:20:00 PM,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),PARKING LOT/GARAGE(NON.RESID.),12,2,10,
10256022,HY443766,09/30/2015 03:06:00 AM,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,4,7,106,
10256057,HY443790,09/30/2015 06:13:00 AM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,4,7,20,
10256061,HY443793,09/29/2015 10:00:00 PM,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,10,24,145,
10256216,HY443901,09/30/2015 08:50:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,7,17,3,
10256235,HY443819,09/30/2015 06:39:00 AM,CRIMINAL DAMAGE,TO VEHICLE,STREET,9,20,153,
10256263,HY443789,09/30/2015 12:30:00 AM,BURGLARY,UNLAWFUL ENTRY,APARTMENT,9,11,103,
10256348,HY443923,09/30/2015 08:30:00 AM,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,11,28,7,
10256441,HY443958,09/30/2015 09:11:00 AM,NARCOTICS,POSS: HEROIN(WHITE),STREET,14,26,1,
10256468,HY443945,09/30/2015 09:25:00 AM,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,6,17,73,
10256528,HY444102,09/30/2015 11:12:00 AM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,VACANT LOT/LAND,11,2,7,
10256539,HY444074,09/27/2015 12:30:00 PM,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE,4,10,80,
10256574,HY444132,09/30/2015 11:52:00 AM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,5,9,8,
10256609,HY444065,09/30/2015 03:00:00 AM,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,5,9,62,
10256636,HY444149,09/30/2015 11:50:00 AM,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,11,24,7,
10256637,HY443843,09/30/2015 06:05:00 AM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE,7,17,5,
10256715,HY444191,09/30/2015 11:55:00 AM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,9,12,82,
10256722,HY444238,09/30/2015 01:10:00 PM,OTHER OFFENSE,PAROLE VIOLATION,SIDEWALK,7,15,86,
10256726,HY444237,09/30/2015 01:10:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,11,28,7,
10256738,HY444219,09/29/2015 04:00:00 PM,ASSAULT,SIMPLE,OTHER,7,15,22,
